index,s1,s2,s3,s4,s5
658,48,44,40,42,44
659,45,47,43,44,42
660,48,43,46,44,40
661,41,47,41,44,45
662,40,44,40,40,42
663,47,40,43,47,45
664,48,46,47,48,42
665,42,47,40,44,44
666,41,48,48,41,48
667,40,45,43,45,47
668,40,41,44,43,47
669,46,48,47,47,46
670,40,47,41,47,46
671,42,41,48,44,43
672,46,42,44,44,43
673,44,48,43,40,40
674,48,48,48,42,42
675,43,48,42,48,44
676,40,48,44,43,44
677,46,47,40,48,47
678,44,47,43,40,40
679,43,44,47,42,46
680,48,41,45,46,42
681,43,46,41,46,43
682,45,41,45,43,45
683,48,44,42,43,42
684,43,41,45,40,43
685,43,42,42,42,41
686,43,45,46,46,44
687,42,46,46,46,48
688,47,44,42,44,42
689,46,40,41,42,46
690,48,43,40,48,45
691,46,47,43,41,46
692,40,45,48,47,44
693,46,48,45,41,41
694,46,42,41,40,41
695,47,48,47,41,40
696,47,47,42,41,46
697,44,41,41,46,46
698,40,48,42,41,48
699,41,40,43,45,45
700,46,41,44,41,47
701,42,43,45,47,40
702,42,44,43,48,42
703,44,43,47,43,42
704,44,43,43,42,42
705,47,41,42,43,43
706,42,44,41,43,44
707,47,44,45,41,46
708,41,44,44,44,41
709,47,42,40,45,47
710,44,45,44,40,43
711,44,44,47,48,44
712,47,40,45,42,44
713,45,47,46,42,48
714,46,46,42,47,44
715,46,46,42,48,45
716,40,40,40,44,41
717,46,45,46,44,48
718,44,41,47,43,44
719,42,45,48,43,43
720,46,40,40,44,45
721,45,43,41,43,45
722,45,40,46,44,47
723,47,46,42,40,44
724,48,48,40,47,46
725,42,40,46,45,40
726,40,41,45,42,42
727,46,45,41,41,48
728,45,41,48,43,42
729,44,44,44,40,44
730,46,45,48,43,47
731,47,40,48,48,47
732,48,40,48,44,48
733,46,45,44,44,46
734,44,45,48,45,43
735,47,41,45,45,40
736,40,44,44,43,48
737,41,47,44,42,48
738,48,41,48,44,42
739,40,46,44,45,47
740,46,42,45,40,43
741,48,44,48,42,40
742,43,48,44,45,43
743,42,44,45,48,45
744,41,41,42,45,43
745,48,47,43,43,46
746,43,48,46,44,46
747,44,48,41,41,47
748,46,40,40,41,44
749,46,43,40,43,40
750,47,44,45,44,42
751,44,42,41,40,48
752,43,42,48,40,41
753,40,42,45,40,48
754,46,41,40,40,47
755,46,43,48,43,47
756,40,44,45,44,48
757,43,40,40,46,41
758,48,48,41,47,46
759,46,45,40,46,45
760,48,46,43,40,44
761,48,43,44,47,48
762,48,48,40,44,48
763,45,48,41,40,42
764,47,43,43,45,45
765,42,41,40,43,48
766,44,40,45,47,40
767,44,43,44,41,40
768,40,45,42,41,41
769,46,46,46,48,43
770,44,42,44,46,43
771,44,43,41,40,46
772,41,41,46,45,41
773,42,45,41,47,44
774,48,43,46,43,47
775,45,42,42,48,45
776,41,44,45,41,40
777,42,45,43,42,42
778,43,41,41,43,40
779,43,46,47,40,48
780,45,40,40,44,44
781,48,43,48,46,48
782,46,45,42,41,48
783,40,45,42,43,45
784,45,47,47,48,41
785,41,47,48,42,47
786,46,48,47,46,48
787,40,41,48,44,45
788,48,46,44,44,42
789,40,42,43,46,41
790,41,44,47,46,43
791,48,44,48,44,44
792,41,46,43,43,41
793,46,40,43,41,42
794,40,45,48,41,45
795,45,42,47,44,45
796,47,41,47,43,46
797,43,43,41,47,45
798,46,43,45,45,48
799,41,45,48,44,47
800,48,48,44,47,42
801,40,41,43,42,41
802,45,45,41,43,47
803,47,40,40,45,45
804,40,42,42,45,44
805,42,48,46,47,43
806,40,40,43,42,45
807,40,41,48,46,45
808,47,41,43,40,42
809,42,42,44,44,40
810,47,42,48,41,41
811,46,45,48,44,45
812,40,41,42,42,48
813,48,43,46,41,46
814,44,48,44,43,48
815,47,48,41,46,46
816,45,46,48,44,47
817,42,45,48,46,48
818,47,42,46,44,41
819,44,47,40,48,45
820,43,42,46,45,46
821,44,48,42,44,43
822,47,42,42,45,44
823,40,46,41,43,41
824,46,42,48,41,44
825,48,46,42,46,45
826,42,48,47,46,47
827,43,47,48,46,44
828,46,45,44,47,42
829,45,48,40,42,48
830,47,42,46,48,42
831,44,48,47,47,47
832,42,48,41,47,47
833,43,40,46,44,42
834,47,47,44,41,42
835,42,44,42,45,43
836,43,40,47,43,46
837,42,46,48,46,46
838,40,44,47,44,47
839,44,40,42,47,44
840,46,41,46,46,47
841,44,44,43,46,41
842,41,44,40,45,45
843,48,47,48,41,47
844,42,40,47,44,44
845,47,45,42,42,48
846,43,47,41,46,45
847,47,40,45,40,45
848,43,43,42,42,48
849,48,44,45,41,44
850,48,48,48,40,46
851,47,44,43,42,46
852,46,47,43,47,44
853,42,46,48,48,44
854,47,42,48,48,47
855,47,45,46,48,40
856,48,48,48,45,46
857,42,42,45,47,43
858,46,41,48,45,40
859,44,41,42,42,46
860,43,47,48,40,46
861,46,47,44,46,40
862,41,44,44,48,45
863,41,43,42,43,48
864,42,40,40,47,43
865,40,42,45,40,47
866,45,42,40,47,45
867,48,47,47,41,45
868,46,43,44,44,43
869,46,40,47,46,43
870,43,42,40,46,44
871,47,42,43,42,47
872,42,45,42,40,45
873,43,45,45,47,40
874,41,41,48,42,43
875,46,46,43,48,41
876,43,47,48,46,48
877,40,46,42,46,41
878,46,48,48,41,42
879,48,40,48,42,46
880,42,44,44,46,44
881,43,44,43,41,42
882,47,43,40,41,44
883,44,43,40,40,40
884,45,40,41,42,47
885,47,44,47,44,48
886,45,45,48,44,48
887,47,46,42,48,46
888,47,48,45,46,47
889,44,45,40,47,43
890,40,41,47,44,41
891,47,48,47,42,43
892,43,43,46,44,40
893,45,46,43,42,46
894,41,48,44,40,48
895,45,47,42,47,42
896,44,44,48,48,45
897,43,41,45,45,47
898,48,42,44,48,45
899,41,44,44,48,46
900,44,48,44,42,41
901,42,45,41,43,48
902,42,42,46,48,40
903,46,46,48,44,43
904,45,47,41,44,48
905,44,48,48,46,47
906,45,45,41,43,42
907,41,40,43,48,44
908,44,44,48,46,44
909,42,43,42,46,48
910,43,43,48,45,42
911,44,44,42,40,47
912,44,44,40,44,42
913,42,42,40,40,44
914,45,41,48,45,44
915,43,43,47,45,48
916,44,48,42,44,47
917,41,46,43,45,43
918,42,47,41,44,42
919,44,46,44,42,44
920,48,46,48,47,43
921,42,42,48,42,43
922,43,47,41,41,46
923,40,41,44,44,45
924,44,46,47,43,42
925,45,46,48,45,47
926,44,48,44,47,45
927,41,47,43,43,48
928,45,48,45,40,45
929,47,46,45,43,41
930,40,46,41,46,48
931,43,48,48,43,47
932,42,47,42,48,44
933,40,42,43,44,46
934,42,45,41,45,40
935,45,43,47,47,42
936,44,48,41,41,48
937,42,46,44,48,43
938,43,44,45,45,44
939,44,42,47,41,47
940,41,42,45,48,46
941,44,44,47,41,41
942,42,40,43,44,45
943,46,48,43,41,47
944,44,43,48,40,42
945,42,41,44,42,40
946,43,45,47,47,43
947,40,47,46,43,42
948,47,44,41,41,45
949,42,42,41,41,42
950,48,41,46,42,47
951,43,43,41,42,41
952,41,43,43,47,40
953,40,44,43,41,42
954,48,40,43,43,48
955,43,41,45,43,41
956,42,47,40,44,45
957,41,45,48,43,43
958,42,40,42,42,44
959,47,43,41,43,46
960,43,40,41,42,47
961,47,46,45,41,48
962,47,44,45,41,45
963,41,47,40,44,40
964,47,47,48,40,47
965,42,41,43,44,45
966,45,48,42,40,48
967,43,40,48,48,45
968,44,40,43,47,44
969,47,42,44,45,46
970,44,41,42,45,44
971,40,48,46,45,46
972,41,44,45,45,43
973,48,40,41,46,48
974,48,45,48,44,43
975,41,42,40,40,40
976,42,40,44,46,42
977,41,45,47,47,48
978,42,43,48,42,42
979,41,40,40,45,47
980,48,45,44,45,43
981,46,40,40,41,47
982,45,44,43,48,41
983,47,42,43,42,45
984,43,46,45,44,42
985,48,42,40,45,48
986,45,44,45,40,42
987,41,44,47,46,47
988,48,42,41,45,47
989,45,48,43,46,41
990,42,42,47,43,42
991,40,46,40,40,47
992,45,46,42,45,45
993,40,45,45,45,41
994,41,44,42,44,40
995,41,41,44,41,47
996,47,41,42,44,41
997,42,45,45,43,45
998,44,48,45,40,45
999,42,43,48,44,42
0,38,37,37,36,35
1,34,34,34,35,36
2,38,37,36,38,35
3,36,36,34,33,36
4,34,35,36,34,33
5,38,35,37,37,37
6,33,38,37,35,36
7,36,34,33,36,38
8,36,33,38,35,34
9,33,33,36,38,33
10,37,38,37,33,36
11,38,33,34,33,37
12,34,35,36,33,36
13,33,35,34,35,38
14,35,33,34,33,37
15,37,36,34,36,37
16,38,36,33,37,33
17,38,38,34,37,38
18,34,37,34,33,33
19,36,35,34,36,33
20,37,35,35,37,33
21,36,36,38,36,38
22,36,35,38,33,34
23,34,37,38,35,36
24,35,37,35,38,36
25,36,37,33,38,38
26,37,37,33,33,37
27,34,35,38,35,35
28,36,36,38,38,35
29,35,38,35,33,37
30,33,36,33,34,33
31,36,35,34,38,34
32,36,37,33,36,35
33,34,38,33,36,35
34,36,35,34,36,37
35,38,37,38,36,34
36,33,36,37,35,36
37,33,37,38,35,34
38,33,34,36,34,35
39,38,37,35,37,36
40,34,34,33,36,36
41,36,37,34,37,33
42,37,35,36,34,35
43,37,38,35,33,33
44,37,34,35,37,34
45,38,36,38,34,37
46,37,38,38,36,36
47,33,38,38,36,37
48,34,38,36,36,37
49,37,35,36,34,37
50,38,37,35,34,35
51,34,37,38,38,36
52,38,36,35,33,35
53,33,38,37,34,34
54,38,33,35,35,36
55,35,34,33,34,33
56,38,38,37,38,35
57,36,38,37,37,38
58,33,34,38,35,36
59,33,33,35,38,37
60,34,34,35,38,33
61,38,35,37,33,38
62,34,36,34,33,36
63,36,35,36,38,33
64,38,34,37,35,34
65,33,38,34,33,35
66,35,36,33,34,36
67,34,38,33,34,34
68,37,36,38,36,33
69,36,34,38,34,37
70,37,34,35,35,34
71,34,37,36,34,35
72,33,35,38,33,38
73,34,37,34,37,34
74,34,33,33,34,35
75,38,38,37,35,34
76,38,37,36,35,35
77,37,37,36,37,37
78,38,34,38,38,36
79,34,36,33,35,36
80,36,36,35,38,37
81,37,36,34,36,37
82,37,34,38,34,33
83,36,34,37,38,35
84,34,35,37,36,37
85,38,38,34,34,36
86,37,35,35,36,36
87,35,38,34,33,36
88,33,38,38,38,33
89,33,35,36,37,34
90,33,33,37,35,37
91,33,37,38,35,33
92,34,36,36,37,38
93,38,38,35,33,36
94,38,35,34,37,34
95,38,35,38,36,33
96,36,36,37,34,38
97,38,33,36,37,38
98,35,34,35,34,33
99,37,38,37,38,36
100,37,37,34,33,34
101,37,34,33,37,36
102,35,37,34,33,36
103,35,34,34,37,35
104,37,35,34,37,35
105,34,34,34,38,37
106,35,34,38,37,35
107,37,38,36,37,33
108,35,34,37,38,33
109,34,34,33,38,35
110,34,38,37,33,34
111,33,36,35,34,38
112,38,34,34,36,33
113,36,33,37,38,34
114,37,34,37,34,33
115,36,34,35,37,38
116,34,38,38,34,36
117,36,37,33,35,34
118,33,35,38,38,36
119,36,37,35,34,37
120,34,34,37,34,36
121,34,38,35,35,34
122,38,33,35,36,38
123,35,35,35,37,36
124,33,38,37,38,36
125,34,37,38,35,33
126,35,38,35,35,38
127,37,36,37,36,34
128,36,33,36,33,38
129,38,37,35,34,33
130,36,37,35,34,33
131,37,38,36,35,34
132,38,33,38,34,38
133,33,36,37,35,35
134,33,37,37,34,33
135,35,35,36,33,35
136,34,37,38,34,35
137,37,38,34,35,36
138,33,35,36,34,34
139,33,36,35,37,36
140,36,36,33,38,33
141,33,34,36,35,35
142,33,33,36,34,38
143,34,38,33,34,35
144,38,34,33,38,35
145,38,34,38,35,33
146,37,35,37,35,37
147,33,33,35,33,34
148,34,35,35,33,36
149,36,38,37,34,34
150,35,35,34,37,35
151,36,38,37,37,37
152,35,33,34,38,34
153,33,38,36,34,38
154,38,36,36,36,38
155,33,38,34,35,38
156,37,37,38,35,36
157,38,38,38,33,38
158,38,38,35,33,35
159,35,33,35,37,33
160,34,35,36,36,33
161,37,33,38,34,35
162,36,38,37,36,36
163,34,36,34,37,35
164,37,35,34,36,37
165,33,38,36,37,33
166,33,34,34,33,35
167,34,38,36,37,38
168,35,33,35,34,34
169,34,33,33,33,34
170,38,35,36,37,34
171,37,36,34,34,38
172,35,37,34,37,36
173,35,37,35,38,35
174,33,33,33,33,36
175,36,35,33,34,37
176,33,34,34,37,33
177,35,33,36,34,33
178,38,36,33,34,38
179,33,33,37,38,36
180,36,35,35,33,35
181,35,34,34,33,33
182,35,34,33,36,34
183,35,34,33,38,36
184,36,33,37,37,38
185,37,37,35,37,35
186,36,37,37,34,37
187,37,35,34,37,34
188,35,35,36,37,35
189,33,37,33,33,38
190,33,34,33,37,35
191,35,34,35,33,38
192,33,35,38,33,34
193,37,36,34,36,33
194,38,35,35,38,34
195,38,38,35,35,33
196,36,35,33,34,38
197,33,34,33,35,33
198,37,37,37,33,35
199,35,37,35,36,34
200,38,36,33,36,33
201,37,35,37,34,36
202,36,34,34,35,36
203,33,37,35,33,34
204,33,34,34,36,34
205,35,34,36,38,35
206,36,33,35,36,36
207,33,35,33,35,35
208,34,38,36,34,38
209,38,34,35,35,33
210,33,34,38,33,34
211,38,33,38,36,35
212,34,36,35,33,38
213,33,33,38,35,36
214,37,38,34,33,38
215,37,36,36,34,38
216,37,34,36,34,37
217,35,38,37,38,36
218,37,35,36,34,37
219,35,36,35,33,37
220,35,36,33,33,36
221,33,36,34,34,38
222,34,35,35,38,34
223,33,37,33,36,38
224,34,37,37,33,37
225,35,37,34,33,33
226,38,38,37,38,35
227,34,38,34,35,37
228,38,36,38,34,37
229,36,37,33,38,38
230,37,33,36,36,37
231,38,35,34,33,36
232,38,35,34,34,36
233,37,33,34,35,35
234,34,38,34,37,34
235,37,34,38,35,37
236,37,35,38,34,37
237,35,34,33,36,38
238,33,33,33,34,37
239,35,33,35,35,36
240,38,37,35,35,36
241,35,36,37,36,35
242,37,36,35,37,34
243,36,33,37,36,38
244,37,38,34,38,36
245,36,37,33,37,33
246,36,37,35,35,35
247,35,34,33,33,38
248,37,35,34,38,38
249,35,38,37,35,37
250,35,38,34,33,36
251,38,33,33,35,38
252,37,33,38,33,37
253,36,35,38,36,35
254,33,37,38,36,33
255,38,37,38,37,38
256,35,35,35,34,33
257,33,36,36,36,35
258,37,33,38,33,35
259,34,36,36,37,35
260,33,34,37,33,38
261,36,36,34,37,33
262,35,36,38,33,34
263,34,36,38,38,35
264,36,35,38,33,37
265,33,36,34,35,38
266,37,34,35,35,33
267,34,36,36,35,33
268,33,33,37,35,37
269,33,37,35,37,33
270,37,38,38,34,34
271,36,38,35,37,36
272,34,36,33,35,38
273,37,33,38,37,36
274,36,36,35,35,33
275,38,34,37,35,33
276,38,34,35,34,36
277,36,34,35,35,36
278,36,33,35,33,34
279,33,34,33,37,33
280,35,34,33,35,38
281,33,34,36,36,35
282,34,34,37,33,36
283,34,36,33,33,35
284,33,38,37,35,33
285,37,35,33,34,34
286,36,38,36,38,35
287,33,33,37,36,34
288,33,34,37,33,37
289,37,33,33,34,38
290,33,36,35,35,36
291,35,36,33,37,36
292,37,35,35,35,35
293,34,38,36,38,34
294,33,35,33,36,34
295,33,37,33,38,37
296,35,34,37,36,36
297,37,37,34,37,36
298,34,36,36,33,33
299,33,35,33,36,34
300,35,33,34,38,35
301,37,33,37,37,38
302,34,34,34,34,35
303,38,34,35,37,35
304,36,38,35,35,38
305,38,35,36,33,35
306,33,34,33,35,35
307,37,34,36,36,36
308,34,34,35,35,35
309,35,35,34,35,33
310,37,33,33,34,36
311,33,36,34,36,38
312,34,35,34,37,33
313,38,37,36,36,33
314,38,38,34,37,34
315,37,34,35,33,37
316,34,35,35,36,34
317,38,37,35,34,36
318,38,38,37,34,33
319,33,37,37,37,38
320,33,36,34,38,38
321,35,35,35,34,37
322,34,37,33,36,37
323,37,38,37,38,33
324,33,34,37,37,38
325,35,33,34,36,34
326,36,38,34,35,37
327,33,33,34,33,36
328,33,38,34,33,37
329,35,37,37,33,38
330,34,38,37,34,34
331,36,35,37,33,36
332,35,37,33,36,38
333,37,38,33,36,36
334,34,36,33,33,35
335,38,35,38,34,37
336,37,36,37,35,34
337,33,36,34,37,37
338,35,36,36,38,37
339,33,35,38,35,36
340,38,37,36,38,33
341,37,38,37,34,38
342,33,37,34,33,38
343,35,36,33,33,36
344,36,36,37,33,33
345,33,34,36,35,38
346,33,37,34,35,36
347,38,37,37,36,33
348,36,36,35,37,37
349,37,34,36,38,35
350,33,37,35,36,36
351,38,35,36,38,38
352,33,36,36,37,33
353,35,33,38,33,36
354,34,33,34,38,35
355,38,34,34,38,38
356,37,34,38,38,35
357,36,33,38,36,36
358,34,34,36,35,36
359,36,34,33,35,38
360,33,37,34,37,36
361,33,35,37,33,36
362,33,38,36,36,38
363,37,37,34,38,37
364,38,36,33,38,37
365,34,35,36,37,34
366,34,34,34,33,36
367,35,36,37,33,38
368,33,38,35,35,34
369,38,35,33,37,34
370,36,36,34,37,33
371,35,35,37,35,33
372,34,37,36,33,35
373,38,34,36,37,34
374,37,38,33,38,34
375,36,36,36,34,37
376,38,37,38,33,34
377,35,33,38,36,36
378,37,38,35,33,35
379,38,35,33,38,33
380,38,36,37,34,36
381,34,38,33,35,38
382,36,38,36,36,35
383,33,33,34,35,33
384,36,34,34,34,34
385,34,37,37,37,35
386,33,36,35,35,34
387,34,36,35,35,34
388,36,36,37,36,38
389,37,35,35,38,37
390,35,35,37,34,37
391,34,35,36,35,36
392,34,33,34,38,35
393,38,35,37,37,37
394,33,33,38,36,36
395,36,38,37,34,35
396,34,38,33,35,33
397,36,37,35,35,36
398,35,37,34,34,37
399,33,34,37,36,34
400,37,38,37,38,33
401,35,38,34,36,37
402,37,37,37,34,38
403,34,37,33,38,35
404,35,33,38,37,34
405,38,38,36,33,36
406,34,34,35,33,33
407,34,38,35,34,36
408,34,38,37,37,38
409,34,33,34,34,36
410,35,34,36,34,34
411,37,38,38,38,38
412,38,33,38,36,37
413,33,34,37,34,36
414,33,33,38,34,35
415,35,37,37,36,38
416,34,36,33,35,36
417,35,34,37,36,34
418,38,34,38,35,37
419,35,33,38,35,34
420,36,33,37,33,36
421,34,33,34,35,34
422,33,36,33,33,38
423,38,36,38,33,33
424,38,34,35,33,34
425,37,38,38,33,33
426,34,36,38,34,38
427,37,34,35,37,34
428,35,34,33,38,38
429,37,33,33,38,34
430,34,33,37,38,33
431,35,35,36,36,35
432,37,38,37,34,34
433,33,35,35,34,35
434,37,34,36,34,34
435,38,36,37,35,37
436,35,37,33,37,35
437,34,38,36,33,36
438,37,38,35,37,33
439,34,34,36,36,33
440,35,37,37,37,36
441,33,33,34,35,34
442,35,37,35,35,37
443,33,33,33,38,33
444,33,35,35,37,35
445,36,37,36,35,37
446,34,34,35,37,37
447,38,38,33,37,33
448,34,38,36,37,33
449,35,37,38,33,36
450,36,35,36,35,34
451,36,36,36,37,38
452,36,36,37,35,33
453,34,34,38,33,34
454,33,36,38,36,38
455,35,36,34,33,37
456,35,38,37,38,35
457,36,38,34,35,37
458,36,36,33,34,37
459,34,38,34,33,35
460,36,34,35,38,36
461,38,34,38,34,34
462,33,35,33,34,38
463,35,36,38,33,36
464,34,35,34,35,36
465,38,36,38,35,33
466,33,35,35,34,38
467,36,37,35,38,35
468,35,38,35,33,34
469,33,36,35,34,34
470,37,33,34,37,36
471,38,36,33,37,37
472,37,34,36,36,37
473,38,37,37,36,33
474,37,37,38,33,36
475,38,34,36,34,33
476,35,35,38,38,34
477,38,34,34,33,34
478,38,38,37,36,36
479,37,37,38,38,37
480,36,37,33,33,38
481,35,33,33,34,36
482,33,37,38,36,37
483,34,38,33,37,38
484,37,35,35,37,33
485,33,36,35,38,38
486,37,36,38,37,34
487,33,37,34,35,34
488,37,38,35,33,34
489,34,34,36,35,33
490,37,35,36,34,33
491,37,33,36,34,37
492,37,35,37,34,37
493,34,36,38,38,36
494,35,36,35,35,33
495,35,35,37,35,38
496,35,37,33,33,36
497,36,34,36,38,36
498,38,37,37,36,36
499,36,38,37,35,37
500,35,35,37,38,36
501,38,33,35,35,34
502,38,33,33,37,34
503,35,33,34,33,34
504,36,35,35,36,38
505,35,33,36,36,35
506,36,38,33,33,33
507,38,33,37,38,35
508,37,35,37,33,37
509,37,33,38,37,33
510,34,33,35,34,33
511,33,37,34,38,36
512,37,37,34,34,38
513,34,34,35,38,37
514,38,38,34,36,33
515,36,33,38,38,36
516,35,36,35,34,37
517,37,35,33,34,38
518,34,37,38,36,33
519,35,35,37,38,38
520,38,37,37,37,38
521,38,35,35,38,33
522,36,34,34,36,33
523,38,36,34,37,33
524,38,34,38,33,37
525,37,35,36,37,35
526,38,37,35,37,35
527,37,34,36,37,38
528,36,35,35,37,36
529,34,33,35,34,36
530,38,38,36,37,35
531,33,35,38,37,36
532,35,37,35,37,34
533,37,37,33,36,34
534,37,38,34,38,33
535,38,38,34,37,34
536,34,37,37,34,36
537,36,36,36,33,34
538,37,36,33,38,35
539,36,35,33,34,33
540,33,37,37,37,35
541,37,33,33,38,37
542,35,36,38,34,33
543,38,38,38,37,37
544,38,38,35,34,35
545,38,35,33,38,36
546,37,37,38,36,34
547,37,38,33,33,38
548,34,36,36,38,33
549,38,33,33,37,33
550,36,36,34,36,37
551,36,36,38,33,38
552,38,36,38,36,34
553,36,37,36,35,33
554,37,37,38,38,34
555,36,34,38,38,34
556,37,34,34,37,37
557,38,37,34,35,33
558,34,38,34,34,33
559,36,38,33,38,34
560,33,36,38,36,35
561,33,38,36,35,34
562,38,35,37,38,37
563,34,34,36,37,36
564,38,33,34,34,35
565,37,37,35,34,33
566,33,37,34,34,36
567,33,37,38,33,34
568,34,34,33,35,38
569,38,35,38,35,33
570,34,36,35,36,33
571,35,36,37,34,36
572,38,33,33,36,35
573,36,36,36,33,37
574,36,38,38,33,36
575,38,36,36,38,35
576,38,36,37,34,35
577,34,35,37,36,35
578,37,36,34,35,36
579,35,37,34,35,38
580,34,36,38,37,35
581,33,33,34,35,35
582,37,37,38,37,38
583,36,33,34,34,37
584,37,38,37,38,37
585,33,35,38,35,34
586,38,38,38,36,34
587,33,36,37,37,34
588,38,33,36,33,38
589,34,36,38,37,34
590,37,36,37,37,38
591,37,38,35,35,37
592,35,36,34,38,37
593,37,38,36,34,34
594,35,36,36,35,37
595,36,34,34,38,35
596,37,38,36,35,33
597,35,33,36,36,38
598,36,33,38,35,34
599,35,38,37,35,34
600,38,36,33,38,37
601,38,35,33,37,38
602,33,35,36,38,36
603,37,38,37,34,35
604,36,34,36,37,37
605,34,35,35,33,37
606,33,38,37,34,35
607,36,34,34,35,33
608,33,33,37,33,38
609,37,37,34,36,37
610,35,34,36,36,35
611,33,38,34,35,34
612,38,35,35,36,34
613,36,36,38,36,34
614,37,35,38,35,35
615,35,34,34,37,36
616,35,33,38,34,38
617,35,35,33,37,33
618,36,38,33,36,34
619,34,34,36,35,37
620,33,34,38,38,36
621,35,33,35,33,36
622,35,34,34,33,36
623,33,35,34,36,36
624,35,34,38,36,33
625,37,38,35,36,37
626,36,33,38,36,34
627,38,34,38,38,38
628,35,33,37,36,38
629,35,37,34,36,36
630,37,37,36,38,37
631,35,34,38,38,37
632,35,36,34,36,34
633,37,34,36,35,34
634,34,36,35,37,33
635,34,37,35,34,36
636,34,33,37,37,37
637,36,36,37,33,35
638,34,33,34,34,37
639,36,36,33,37,34
640,36,34,38,37,35
641,37,35,38,38,37
642,33,34,38,38,33
643,38,37,37,37,38
644,33,38,37,38,36
645,36,33,34,37,38
646,35,33,33,35,38
647,34,34,34,34,37
648,36,37,38,34,35
649,34,37,36,37,33
650,38,34,36,33,38
651,36,38,34,38,33
652,35,34,38,36,33
653,33,33,37,34,34
654,38,36,37,35,35
655,38,34,35,38,37
656,37,38,37,34,37
657,38,33,35,37,33
658,33,36,33,38,38
659,35,35,35,34,34
660,35,33,37,37,36
661,37,36,38,35,37
662,34,35,38,38,37
663,35,33,38,36,37
664,36,34,36,35,38
665,34,36,38,36,36
666,33,35,37,36,35
667,36,36,37,38,37
668,37,38,34,34,38
669,33,36,33,33,36
670,33,36,33,36,33
671,33,34,37,35,38
672,37,36,33,33,38
673,34,37,33,33,36
674,35,34,33,35,38
675,35,37,37,35,37
676,33,37,34,37,33
677,36,37,36,35,34
678,37,38,37,34,34
679,35,33,36,38,34
680,35,37,38,36,35
681,38,33,37,33,38
682,36,36,35,38,38
683,37,33,34,35,37
684,36,38,35,34,34
685,34,34,33,33,33
686,35,34,35,33,37
687,33,34,37,34,35
688,35,37,38,35,34
689,37,38,34,34,33
690,38,34,38,34,33
691,34,34,35,38,33
692,38,34,33,34,38
693,34,38,36,38,37
694,34,34,37,37,37
695,38,34,34,34,33
696,38,38,37,34,35
697,37,37,36,34,34
698,33,37,36,34,34
699,33,34,33,34,38
700,37,35,34,33,35
701,34,38,33,36,33
702,38,37,36,38,36
703,38,33,35,34,34
704,36,38,35,38,37
705,37,34,33,37,36
706,35,37,37,35,36
707,38,34,36,35,33
708,37,34,33,37,37
709,33,36,36,38,38
710,33,34,38,37,33
711,34,37,36,34,38
712,37,38,34,36,33
713,35,38,37,33,36
714,33,35,37,38,35
715,38,35,34,33,33
716,34,34,37,33,37
717,34,37,34,36,35
718,33,34,33,35,37
719,37,37,37,35,36
720,33,38,34,36,34
721,35,34,36,37,36
722,38,37,36,38,36
723,37,34,38,34,33
724,35,36,36,38,36
725,34,33,37,36,36
726,34,33,34,37,34
727,37,38,36,35,38
728,34,36,38,36,38
729,35,37,37,35,35
730,33,37,37,38,37
731,36,38,33,35,37
732,37,36,38,36,38
733,34,36,36,38,37
734,38,37,35,33,38
735,36,34,37,37,33
736,38,36,33,35,33
737,36,35,38,35,38
738,35,37,35,37,38
739,34,38,37,37,35
740,35,35,34,35,35
741,33,38,36,38,35
742,38,33,36,37,36
743,38,38,33,37,34
744,33,37,35,33,37
745,35,34,37,34,38
746,37,36,36,35,35
747,38,35,33,35,36
748,33,33,37,35,38
749,38,36,38,35,36
750,34,35,35,34,35
751,38,36,37,33,33
752,33,37,37,36,38
753,34,33,37,37,36
754,35,38,36,38,38
755,33,34,33,34,34
756,37,38,38,33,33
757,37,37,38,33,37
758,35,36,37,37,34
759,37,37,37,37,33
760,33,35,38,35,34
761,35,37,35,35,35
762,33,38,34,36,36
763,37,37,34,37,36
764,33,33,33,35,33
765,34,33,36,36,34
766,38,35,35,33,35
767,35,37,37,36,35
768,38,35,33,35,36
769,35,34,36,36,37
770,34,33,33,37,34
771,38,34,37,37,38
772,36,38,35,33,34
773,37,36,37,38,33
774,36,33,34,37,38
775,38,36,33,38,38
776,36,36,34,38,38
777,33,38,34,38,33
778,36,36,34,38,37
779,35,37,33,37,35
780,38,34,37,36,36
781,37,35,36,35,35
782,34,35,37,38,37
783,38,34,36,36,38
784,38,34,38,35,38
785,34,34,36,35,33
786,38,33,33,35,34
787,34,34,33,33,37
788,34,38,35,36,36
789,33,38,34,37,38
790,38,37,34,36,38
791,38,38,38,38,38
792,33,37,37,33,38
793,36,36,38,36,35
794,34,38,37,36,34
795,37,33,38,36,33
796,34,33,35,34,38
797,34,34,35,35,34
798,38,33,38,34,38
799,37,35,35,35,34
800,38,33,35,33,37
801,38,37,37,38,36
802,38,35,34,36,34
803,36,36,36,33,35
804,34,33,35,37,36
805,37,37,36,33,34
806,34,36,36,36,37
807,33,38,37,37,34
808,35,37,38,33,38
809,36,34,37,36,38
810,36,36,35,34,36
811,38,34,36,33,35
812,38,33,35,38,33
813,37,36,36,34,36
814,34,33,33,35,36
815,38,35,36,34,35
816,36,37,33,35,38
817,37,35,36,36,36
818,36,36,38,38,38
819,35,38,34,33,34
820,34,33,37,34,33
821,33,35,38,38,34
822,35,35,36,35,36
